x, y, z,
52.41846623382157, -0.13802971454220236, 1.5430026687380438, 
51.93830210533515, -0.23870747990857702, 1.5771773432287408, 
50.94086167408012, -0.20185194240763174, 1.554554061582911, 
51.48850793338854, -0.10981327333173777, 1.5007904108130037, 
50.21301524931209, -0.19991244211861933, 1.6049617226646837, 
50.058147243135046, -0.10378817753966184, 1.5403875740923623, 
49.20862087095627, -0.24117048016532955, 1.542089166665318, 
49.48002048839222, -0.1117000601675353, 1.4885636137290434, 
48.608034312567796, -0.1390370019515859, 1.5110237202103345, 
48.61887621288457, -0.24361698480692406, 1.566587756487949, 
47.64226307639814, -0.1132014348375739, 1.5079496316015037, 
47.90405477308373, -0.20354427015485843, 1.5603112678554103, 
46.71702492418628, -0.18943099923866805, 1.5313140090346942, 
46.976574993773596, -0.08569580878514454, 1.4779351029620074, 
45.813286626061725, -0.18033810791220198, 1.5655660521460442, 
46.19910161324516, -0.09376218714072189, 1.5102840447260657, 
45.190464903455265, -0.21970952476092845, 1.511459060218356, 
45.11069275374265, -0.11156294489170024, 1.4677587381343251, 
44.10095487048279, -0.12890709522898205, 1.4845050010249843, 
44.24626476948078, -0.23372916688766474, 1.5448898555567632, 
43.258238361248196, -0.10065707356569446, 1.4685189092079622, 
43.326553683810765, -0.1997114288183734, 1.5208825552905048, 
42.45920913463584, -0.09304581040479505, 1.471581680063069, 
42.64776333089107, -0.1966750281124551, 1.4975262114159904, 
42.437424031270815, -0.12115213145448377, 1.468453892639705, 
41.625752163567725, -0.2099043838111911, 1.5244418670755797, 
41.51911209595285, -0.13820371764765316, 1.4448512361578865, 
41.012225316223486, -0.2599638168790223, 1.4729965363578867, 
40.1053227840105, -0.13352150437835936, 1.4826162275826689, 
40.060798526304886, -0.24623401062099332, 1.4968480017669963, 
39.64084339141846, -0.1466238873380305, 1.434969600673034, 
39.338641010631214, -0.23788809303617614, 1.482690227465196, 
39.212181844098076, -0.11786701834343473, 1.4466607295753158, 
38.47886075209861, -0.22965473965854424, 1.480429791205422, 
38.25329388261407, -0.12663038786179584, 1.4518056644647608, 
37.519025316007536, -0.23021421318499152, 1.4725650304744586, 
36.871847021063104, -0.25210862607287055, 1.4549389329423492, 
37.40714910651455, -0.1410798871240619, 1.4300650996821267, 
36.908750013871625, -0.17298237961361496, 1.4538913850832467, 
36.04853747288386, -0.2618323733614589, 1.4695031713280413, 
35.66944216453978, -0.14345498947623236, 1.4193497619915418, 
35.111540499261615, -0.2599571235129058, 1.4275640389041715, 
34.64904090752036, -0.22957629519435813, 1.448930619328709, 
35.531370944664125, -0.14394062766074878, 1.4193647288885274, 
34.16138373863616, -0.14253729879449692, 1.400153472515046, 
33.70498861689663, -0.23741113288102708, 1.4351269517886875, 
33.16644884948035, -0.1715353622471702, 1.4201298148322485, 
32.82765816501453, -0.2737417928748237, 1.420400384890786, 
32.39449068557384, -0.17880470634531545, 1.4319813695064811, 
32.02800102544025, -0.26076197380548327, 1.4185798920266997, 
31.816431215704597, -0.16455581340564338, 1.394440496278075, 
31.11233600078185, -0.2522318979669534, 1.392347335998266, 
30.613319173495842, -0.24258085332267817, 1.427329011444175, 
30.946651723649765, -0.1500470627429641, 1.4187563861537182, 
30.094981056728443, -0.1797743141425627, 1.4017130579123518, 
29.82968567891618, -0.2560557229793118, 1.3820044449947655, 
29.208056589631617, -0.22092550271908948, 1.3979048526685465, 
28.963155814579554, -0.27963165723070105, 1.3905247629043602, 
29.029016970580024, -0.2221121047506989, 1.4231923551438475, 
27.92237259938587, -0.2699276469794654, 1.3904937206844887, 
27.85366733757432, -0.18956718637039335, 1.3890781316585197, 
27.099547270835608, -0.25597647047554406, 1.396761739672548, 
26.68425477126549, -0.243424710859384, 1.3832884857572358, 
27.13630230683857, -0.18283514594143874, 1.3866363395848182, 
25.853219142934893, -0.21211239152225042, 1.3988250169086631, 
25.54331132797968, -0.25464050670781607, 1.3787121664099142, 
25.320365681874293, -0.24521901639615676, 1.422462721979645, 
24.868766203849546, -0.2755147596664967, 1.3759396934509278, 
24.82295510817547, -0.21001229643179226, 1.388210176691717, 
24.070003799940825, -0.2481122196393933, 1.393696305519596, 
23.328348465721206, -0.20472282466744665, 1.3960930413538866, 
23.40263871270783, -0.23887720562836004, 1.3732193931937218, 
22.647373937284996, -0.23324964565080583, 1.3716040000994019, 
22.514554251345423, -0.21992115697825745, 1.4007198961058547, 
21.81849617831154, -0.2067871239944762, 1.3885056757201713, 
21.70129072088017, -0.2494853813008687, 1.3797663915515221, 
21.167900366976692, -0.2305978397246072, 1.4043874258924673, 
21.026840443053477, -0.24384527499622294, 1.3581921783289364, 
20.588379429472095, -0.2403366276169928, 1.3917704008896528, 
20.210967073416768, -0.23346074333906805, 1.3606346526050805, 
19.137373621958606, -0.2108170307731203, 1.356454686173853, 
19.19543678435921, -0.2208010933516075, 1.3626785591734407, 
18.400000173196027, -0.22091963099337172, 1.3678547365912075, 
18.979584653177387, -0.19314143729522806, 1.4084889311151407, 
18.178670963820288, -0.21571328387568323, 1.352674610036261, 
17.57873447561054, -0.2110068554793062, 1.3622301717161607, 
17.070634457160686, -0.21526729166414116, 1.3661654881362257, 
17.10670856358388, -0.21673021259948083, 1.3661584981898762, 
17.37526620381861, -0.21877824082553637, 1.3956025594263552, 
16.332293530420873, -0.22616967346250352, 1.3642390798495452, 
15.221357595299093, -0.21751885994677367, 1.3483774013711378, 
15.263175541330654, -0.20902512808721022, 1.366506245255844, 
14.536187170098513, -0.1934703170220495, 1.3625756373524895, 
14.747421481821796, -0.18652055999314948, 1.3707213330977033, 
14.256036164770165, -0.18712588710636432, 1.3724189841922827, 
13.93927284114617, -0.21063442243030295, 1.3625563516104517, 
12.983432753786769, -0.2098038789606791, 1.358412578731364, 
13.823895132450192, -0.19598086846661775, 1.3695357824530443, 
12.389303444443188, -0.2351285377772071, 1.3682752684073347, 
12.507869637183596, -0.2382165583454816, 1.3873707875965886, 
11.441243724233097, -0.23393837157540867, 1.342575020765521, 
12.35488010557211, -0.2515327485024774, 1.3791539191550064, 
10.627520975736108, -0.2629280911638669, 1.3281542922010516, 
11.88763671865066, -0.26086593460961466, 1.3463267902843654, 
10.480029128964809, -0.2897440676129657, 1.3648001732116684, 
10.395057696290621, -0.2928841455388489, 1.3486136658580534, 
9.350292016186453, -0.310797056876795, 1.3738402301777222, 
9.625523595912481, -0.31096593121126775, 1.3635529800982458, 
9.005165045385537, -0.3625163798580336, 1.3629478776970483, 
8.796483125786386, -0.34772217691533586, 1.3390003773634795, 
8.107482754324671, -0.4333934690277778, 1.3716386570638996, 
8.000412959977984, -0.4318818021798506, 1.371600909344852, 
7.221048661318692, -0.5249041433876211, 1.3653739011937922, 
7.463427465638997, -0.5179344668817695, 1.3143625933630967, 
6.884166334853562, -0.5160535536742685, 1.2783832094316816, 
