x, y, z,
78.62906232633088, -0.08446060781031803, 1.730546030166902, 
77.56762089026759, -0.12872735180946077, 1.7117585960226747, 
76.19407978247962, -0.08473429511938894, 1.676405296769253, 
75.59278483535304, -0.06960310946333421, 1.7000757343841322, 
74.32269009233664, -0.07981796917044316, 1.6903546142121093, 
73.60563838228266, -0.10078123072371577, 1.6633312850737645, 
72.51258202121683, -0.10394185948400098, 1.6928561493142011, 
71.58226825057939, -0.07253068673679319, 1.646816303709158, 
70.71003898447772, -0.0766602711731293, 1.673718422361948, 
69.83018241550612, -0.09353050880883358, 1.647791282335917, 
69.04267939007471, -0.11979054911437978, 1.6341142658203367, 
68.27135600858522, -0.1090453801601614, 1.630527484764173, 
67.11956582205636, -0.10649435984454958, 1.651185690675463, 
66.9039555383107, -0.12075880404262021, 1.648336482804919, 
65.47078715955551, -0.1586064860257217, 1.624833795836646, 
64.52601355722506, -0.19054116911180502, 1.637380110890898, 
64.40480413079605, -0.1505706738607769, 1.5878501189201641, 
62.627443084233924, -0.14698424885643327, 1.613867065951794, 
62.47571723871259, -0.15250444385216944, 1.609043706262772, 
61.03209367043302, -0.18919644307613984, 1.5922537458627246, 
60.979128368039376, -0.32500424198037303, 1.6158157062093053, 
59.98479583106651, -0.19455024452325512, 1.62271969871125, 
59.51182672100589, -0.1831125282335463, 1.5625318872167708, 
59.53769643614892, -0.27418425192004764, 1.613081126796956, 
58.55121142752218, -0.16467120894621556, 1.5918758095510854, 
58.926160637761505, -0.24098813598385263, 1.6249418611257849, 
58.52353161196165, -0.1599139928602507, 1.5881721255145496, 
57.99016862533417, -0.2508088508620858, 1.6518503201760326, 
57.13234510393621, -0.18732159936444828, 1.5595161928891432, 
56.89506242778939, -0.31256885652391003, 1.640814826522075, 
56.63413940481588, -0.16656129036288148, 1.5687448686482954, 
55.20461968099995, -0.24168391762728428, 1.5850916831356705, 
55.60836073485288, -0.11997165390229467, 1.5200709998607635, 
54.384859188369035, -0.21693483121619167, 1.6300464623241218, 
54.72326460200108, -0.14332322327280428, 1.5833511173573462, 
53.62315278835398, -0.256378489865542, 1.5875167840372317, 
54.029287209032674, -0.13801090283832723, 1.5257831727909201, 
53.051612571433736, -0.1604530559006967, 1.5344786083596385, 
52.57996577250807, -0.2735133837095073, 1.6026308781738523, 
